customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_Ratio,High_Risk_Contract,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Group_1-2 Years,Tenure_Group_2-4 Years,Tenure_Group_4-6 Years
1095-WGNGG,0,61,101.05,5971.25,0,0.016922754838730996,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
2636-SJDOU,0,64,84.3,5289.05,0,0.01593859007583859,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
1131-QQZEB,1,71,23.95,1756.2,0,0.01363739885185401,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
5716-EZXZN,0,65,99.05,6416.7,0,0.015436283423821773,0,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
6837-BJYDQ,0,3,19.6,61.35,0,0.3194783505332762,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
2135-RXIHG,0,1,45.65,45.65,1,0.9999997809419975,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
6440-DKQGE,0,30,64.5,1929.95,0,0.03342055476348841,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3466-BYAVD,0,15,69.5,1071.4,0,0.06486839588511857,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
3780-YVMFA,0,8,68.55,564.35,0,0.12146717247333795,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
3874-EQOEP,0,7,95.0,655.5,1,0.1449275340209377,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
1679-JRFBR,0,70,108.15,7930.55,0,0.013637137381849762,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
9073-ZZIAY,0,62,86.1,5215.25,0,0.016509275650238672,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
3077-RSNTJ,0,6,19.7,113.5,0,0.1735682666459677,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6551-GNYDG,0,14,80.9,1152.8,0,0.07017695983538377,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
9167-APMXZ,0,22,84.15,1821.95,0,0.04618677764929456,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
2749-CTKAJ,0,22,20.15,419.9,0,0.047987614956236845,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
6371-NZYEG,0,16,64.25,1024.0,0,0.06274414001226426,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
7554-NEWDD,0,10,25.7,251.6,0,0.10214625985110255,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
8992-VONJD,0,13,56.0,764.55,0,0.07324569912699368,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0867-MKZVY,0,20,82.4,1592.35,1,0.05174741701417769,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4482-EWFMI,0,2,69.7,135.2,0,0.5155325062475957,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4648-YPBTM,0,53,73.9,3958.25,0,0.018669866686869534,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
2907-ILJBN,0,11,20.6,233.9,0,0.08807182180111921,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
6345-FZOQH,0,69,19.9,1363.45,0,0.014595327921116813,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
3376-BMGFE,0,4,70.9,273.0,1,0.2597069501938847,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5997-OPVFA,0,72,89.05,6254.45,0,0.014237862619034668,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3445-HXXGF,1,58,45.3,2651.2,1,0.017086602228852586,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
1159-WFSGR,0,16,20.4,321.4,0,0.06347230667478822,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0
7654-YWJUF,0,43,84.25,3539.25,0,0.023804478282674357,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1875-QIVME,0,2,104.4,242.8,1,0.42998350782604994,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
6727-IOTLZ,0,14,81.95,1181.75,0,0.06934630785406129,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0691-JVSYA,0,53,94.85,5000.2,1,0.018969241192413822,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
5918-VUKWP,0,32,20.55,654.55,0,0.031395614828575134,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1744-JHKYS,0,34,24.7,780.2,0,0.03165854868420214,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
2656-FMOKZ,1,15,74.45,1145.7,1,0.064982106441633,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
2070-FNEXE,1,7,76.45,503.6,1,0.15180698665990894,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5947-SGKCL,0,15,105.35,1559.25,0,0.06756453379788659,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3712-PKXZA,0,61,20.55,1252.0,0,0.01641373788806919,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1
6317-YPKDH,0,1,29.95,29.95,1,0.9999996661102951,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6582-OIVSP,0,1,45.3,45.3,0,0.9999997792494968,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9367-WXLCH,0,8,84.5,662.65,1,0.1275182958195383,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5524-KHNJP,0,33,74.75,2453.3,0,0.030469163859009638,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
1918-ZBFQJ,0,13,79.25,1111.65,1,0.07129042350298724,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
1024-GUALD,0,1,24.8,24.8,1,0.9999995967743561,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4827-USJHP,0,20,51.8,1023.85,0,0.05059334814090591,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
8167-GJLRN,0,3,30.4,82.15,0,0.3700547327991804,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0956-SYCWG,0,13,19.65,244.8,0,0.08026960456415012,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
8017-UVSZU,0,40,56.6,2379.1,0,0.02379050891601652,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7100-FQPRV,0,43,71.9,3173.35,0,0.02265744395463014,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0
2472-OVKUP,0,6,91.0,531.0,1,0.17137476136770696,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
2984-RGEYA,0,69,19.75,1375.4,0,0.014359458962051338,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
9680-NIAUV,0,72,109.7,8129.3,0,0.013494396794933885,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1
2146-EGVDT,0,59,19.3,1192.7,0,0.0161817723133917,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
2604-IJPDU,0,20,96.55,1901.65,0,0.05077169799504799,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
9178-JHUVJ,0,24,24.1,587.4,0,0.04102825943091149,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0
6168-YBYNP,0,59,111.35,6519.75,0,0.017078875697566814,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1
7255-SSFBC,0,72,112.25,8041.65,0,0.013958578135135728,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
3645-DEYGF,0,1,20.75,20.75,0,0.9999995180725214,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9323-HGFWY,0,27,101.9,2681.15,0,0.03800607933906689,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
8544-GOQSH,0,14,80.05,1112.3,0,0.07196799359913698,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
3363-DTIVD,0,71,105.55,7405.5,0,0.014252920107686287,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1
7018-WBJNK,0,13,78.3,1033.95,0,0.07572899970279993,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
9142-KZXOP,0,44,68.85,2958.95,0,0.023268389045883204,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7674-YTAFD,0,33,79.95,2684.85,0,0.029778199788523755,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
6348-SNFUS,0,72,55.45,4179.2,0,0.013268089554775821,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1
1285-OKIPP,0,1,79.9,79.9,1,0.9999998748435701,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
7825-ECJRF,0,19,106.6,1934.45,1,0.05510610222489026,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
1347-KTTTA,0,64,102.45,6654.1,0,0.015396522421670064,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1
7841-TZDMQ,0,2,46.0,84.5,1,0.5443786338013451,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4195-NZGTA,0,1,25.25,25.25,0,0.9999996039605529,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7157-SMCFK,0,61,19.75,1124.2,0,0.017568048233694643,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
4709-LKHYG,0,29,20.0,540.05,0,0.037033607313515286,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
2504-DSHIH,1,23,86.8,1975.85,0,0.04393046008588476,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0699-NDKJM,0,57,58.75,3437.45,0,0.01709115763984594,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
9286-BHDQG,0,72,45.25,3139.8,0,0.014411745925180755,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0230-WEQUW,0,66,56.6,3789.2,0,0.014937189868739603,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
2040-LDIWQ,0,65,84.2,5324.5,0,0.015813691396725157,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
6496-JDSSB,0,8,80.0,624.6,0,0.12808197041175198,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
9408-SSNVZ,0,4,70.15,268.35,1,0.26141232489613103,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4443-EMBNA,0,71,24.75,1836.9,0,0.013473787285786992,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6469-MRVET,0,1,20.2,20.2,0,0.9999995049507402,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0742-MOABM,0,4,50.05,179.35,1,0.2790632685217023,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
5961-VUSRV,0,12,19.35,219.35,0,0.08821517719556977,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
6778-JFCMK,0,24,50.6,1288.75,0,0.039262851295729574,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
6341-JVQGF,0,31,81.15,2545.75,0,0.031876657048505716,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0
2232-DMLXU,0,1,55.2,55.2,1,0.9999998188406125,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4811-JBUVU,0,30,89.9,2723.15,0,0.03301323822406684,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0
0945-TSONX,0,47,85.3,4107.25,0,0.020768153823682137,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0
2651-ZCBXV,0,54,108.0,5760.65,0,0.018747884320783448,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
3316-UWXUY,0,50,93.5,4747.5,0,0.01969457605119626,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1
8937-RDTHP,0,1,84.6,84.6,1,0.9999998817967043,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
7083-MIOPC,0,72,20.25,1566.9,0,0.012923607039864655,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
1984-GPTEH,0,29,25.15,702.0,0,0.03582621031586595,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
1251-KRREG,0,2,54.4,114.1,1,0.47677471719765846,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0621-JFHOL,0,10,29.6,299.05,0,0.09898010035177729,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
9903-LYSAB,0,18,73.15,1305.95,0,0.05601286376957109,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0094-OIFMO,1,11,95.0,1120.3,1,0.0847987138730812,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
9227-UAQFT,0,16,19.75,284.35,0,0.06945665308751,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0
7301-ABVAD,0,72,86.6,6350.5,0,0.013636721496517248,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
6614-FHDBO,0,72,109.2,7878.3,0,0.013860858289401447,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
7576-ASEJU,0,41,74.7,3187.65,0,0.02343419125865703,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0
9058-HRZSV,1,65,94.4,6126.15,0,0.015409351688402422,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
4522-AKYLR,1,13,54.8,731.3,0,0.07493504615157875,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0221-WMXNQ,1,4,75.35,273.4,0,0.2756035012581017,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0303-UNCIP,0,41,65.0,2531.8,0,0.025673433819126967,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0
9947-OTFQU,1,15,74.4,1074.3,1,0.06925439756814301,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
0322-YINQP,0,1,48.55,48.55,1,0.9999997940268189,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
0959-WHOKV,0,42,99.0,4298.45,0,0.02303155783356429,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0
4075-JFPGR,0,51,93.5,4619.55,0,0.02024006662934687,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
4629-NRXKX,0,2,70.4,147.15,1,0.4784233449933167,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9514-JDSKI,1,1,40.2,40.2,1,0.9999997512438429,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
3282-ZISZV,0,32,83.7,2633.3,0,0.03178521235033907,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
3675-YDUPJ,0,10,19.85,193.05,0,0.10282309749686104,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
4111-BNXIF,0,67,59.55,4103.9,0,0.014510587454590544,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1
7017-VFHAY,0,61,115.1,7008.15,0,0.01642373519912711,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
6655-LHBYW,0,50,114.35,5791.1,0,0.019745816822804272,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1
4959-JOSRX,0,2,44.6,80.55,1,0.5536932894235519,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5046-NUHWD,1,29,45.0,1228.65,0,0.0366255643460256,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
7273-TEFQD,1,3,41.15,132.2,1,0.3112707782699865,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3606-TWKGI,1,13,106.9,1364.3,1,0.07835519989477975,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
7529-ZDFXI,1,57,89.85,4925.35,0,0.018242358374039695,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
7605-BDWDC,0,31,49.85,1520.1,0,0.03279389492274262,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
1950-KSVVJ,0,45,113.3,5032.25,0,0.02251477962638029,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
0123-CRBRT,0,61,88.1,5526.75,0,0.015940652253239873,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1
6292-TOSSS,0,50,24.9,1195.25,0,0.02083246165377568,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
3197-ARFOY,1,19,105.0,2007.25,0,0.05231037463041288,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0
6323-AYBRX,0,59,19.35,1099.6,1,0.017597307952007025,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
7014-ZZXAW,0,71,24.25,1732.95,0,0.013993479246409422,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
4385-GZQXV,1,16,94.45,1511.2,1,0.06249999958642139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
7633-MVPUY,0,57,59.75,3450.15,0,0.017318087569183693,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1
6366-ZGQGL,0,1,24.8,24.8,1,0.9999995967743561,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4716-HHKQH,1,20,107.05,2172.05,0,0.0492852372215868,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
5940-AHUHD,0,1,70.6,70.6,1,0.9999998583569605,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6432-TWQLB,0,5,85.4,401.1,1,0.21291447985752981,0,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
4484-GLZOU,0,52,105.05,5624.85,1,0.018676053550448362,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
3179-GBRWV,1,21,64.95,1339.8,0,0.04847738432245571,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
8645-KWHJO,0,14,55.0,771.95,0,0.07124813690979809,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
4130-MZLCC,0,5,50.55,244.75,0,0.20653727450307355,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0314-TKOSI,0,6,55.15,322.9,0,0.17079590675763684,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8229-MYEJZ,0,10,51.2,498.25,0,0.10275965674340881,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2080-SRCDE,0,1,25.4,25.4,0,0.9999996062993676,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
9577-WJVCQ,0,68,54.45,3687.75,0,0.014765100631102703,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9512-UIBFX,0,18,95.15,1779.95,1,0.05345655746815047,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6202-DYYFX,0,22,76.0,1783.6,0,0.0426104505348147,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
3808-HFKDE,0,20,44.35,927.15,0,0.04783476192811561,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5583-SXDAG,0,1,70.0,70.0,1,0.9999998571428775,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
